iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,iniTextoSubstCampo,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,resultado,reuniao,tipoReuniao,PSD,CH,IL,BE,PS,L,PCP,PAN,data,descricao,iniAnexos,idComissao,nomeComissao,competenteComissao,unanime,ausencias,António Maló De Abreu (Ninsc),peticoes,iniObs,publicacao,iniciativasOrigem,ano,leg
71,115480,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,A Favor,2023-07-19,Proposta de alteração do PSD – Eliminação da alínea h) do n.º 2 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115493,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Abstenção,Contra,Contra,Abstenção,Contra,2023-07-19,"Proposta de alteração do PSD - Eliminação do n.º 2 do artigo 9.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115492,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Abstenção,A Favor,A Favor,Contra,Abstenção,A Favor,A Favor,2023-07-19,"Proposta de alteração da IL - Aditamento de uma alínea c) ao n.º 4 do artigo 7.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º da proposta de lei",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115491,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Abstenção,A Favor,Contra,Contra,Abstenção,Contra,Abstenção,2023-07-19,"Proposta de alteração do PSD - Emenda do n.º 4 do artigo 7.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115479,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,Proposta de alteração do PSD – Eliminação da alínea g) do n.º 2 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115489,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,"Proposta de alteração do PSD - Eliminação do artigo 6.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115488,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,"Proposta de alteração do PSD - Eliminação do artigo 5.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115487,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,Proposta de alteração do PSD - Emenda da epígrafe do artigo 12.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115486,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,Abstenção,Abstenção,Contra,Contra,Contra,Contra,A Favor,2023-07-19,Proposta de alteração do PSD - Aditamento de um n.º 2 ao artigo 9.º do Código do IMT (artigo 12.º do texto final),,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115490,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,"Proposta de alteração do PSD - Eliminação do n.º 2 do artigo 7.º do Decreto-Lei n.º 128/2014, de 29 de agosto, constante do artigo 16.º do texto final",,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115484,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,Proposta de alteração do PSD - Eliminação da alínea m) do n.º 3 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115481,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,Proposta de alteração do PSD – Eliminação da alínea i) do n.º 2 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115485,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,Proposta de alteração do CH - Eliminação do artigo 11.º da proposta de lei,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
709,115563,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Trigésima alteração ao Decreto-Lei n.º 15/93, de 22 de janeiro, que aprova o regime jurídico aplicável ao tráfico e consumo de estupefacientes e substâncias psicotrópicas",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4d7a41774f4463344f43316c4e6d45344c54517859546774595451345a6930354e7a59774e6d466a5a4455345a4455755a47396a65413d3d&fich=33008788-e6a8-41a8-a48f-97606acd58d5.docx&Inline=true,,,,152753,PSD,,Votação final global,G,Grupos Parlamentares,PSD,Aprovado,152,RP,Abstenção,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-19,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
71,115483,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Contra,2023-07-19,Proposta de alteração do PSD - Eliminação da alínea l) do n.º 3 do artigo 1.º do texto final,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
71,115482,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas no âmbito do plano de intervenção «Mais Habitação»,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e575669593249345953316a4f4755314c54526a5a6d4d7459544a684d5330794e6a4a6b4e44466c595755354d444d755a47396a65413d3d&fich=55ebcb8a-c8e5-4cfc-a2a1-262d41eae903.docx&Inline=true,,,,152805,,,Votação na especialidade,V,Governo,Governo,Rejeitado,152,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2023-07-19,Proposta de alteração da IL – Eliminação da alínea h) do n.º 3 do artigo 1.º da proposta de lei,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2023,l15
848,115564,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Altera o Decreto-Lei n.º 15/93, de 22 de janeiro, esclarecendo a descriminalização da detenção de droga para consumo independentemente da quantidade e estabelecendo prazos regulares para a atualização das respetivas normas regulamentares",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338305a5749784e4452685a43316a5a546c6b4c5451784d6a4d744f44517a59693078595449355a4751314e7a4134597a4d755a47396a65413d3d&fich=4eb144ad-ce9d-4123-843b-1a29dd5708c3.docx&Inline=true,,,,173124,PS,Substituição do texto da iniciativa a pedido do autor em 2023-06-29.,Votação final global,G,Grupos Parlamentares,PS,Aprovado,153,RP,Abstenção,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2023-07-20,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2023,l15
858,115601,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Deslocação do Presidente da República à Ucrânia,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338304e3251314e5463304d53307a4d545a6a4c5451325a4451744f4445344f43316a4f546c6d4f5745304d7a6c685a4745755a47396a&fich=47d55741-316c-46d4-8188-c99f9a439ada.doc&Inline=true,,,,223213,,,Votação Deliberação,R,PAR,PAR,Aprovado,2,CP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,2023-09-06,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2023,l15
887,115619,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Transparência e aplicação democrática dos excessos de receita fiscal face ao Orçamento do Estado e atualização automática dos escalões do IRS,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338315a4451314e4451784f4330784f4467344c545130595759744f5459345a6930334e44686b4d7a63304e6d59794e5451755a47396a65413d3d&fich=5d454418-1888-44af-968f-748d3746f254.docx&Inline=true,,,,233245,PSD,Substituição do texto da iniciativa a pedido do autor em 2023-09-13.,Votação na generalidade,G,Grupos Parlamentares,PSD,Rejeitado,3,RP,A Favor,A Favor,A Favor,Abstenção,Contra,Abstenção,Abstenção,A Favor,2023-09-20,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
873,115617,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Estabelece a contribuição de solidariedade temporária sobre o setor bancário, destinada ao financiamento de programas de apoio à habitação",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a4f5455344e32517a4d6930784f546c684c54526d4f5449744f444d314e7930325a57466d5a4445795a6a646b4d574d755a47396a65413d3d&fich=c9587d32-199a-4f92-8357-6eafd12f7d1c.docx&Inline=true,,,,193213,CH,Substituição do texto da iniciativa a pedido do autor em 2023-09-13.,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,CH,Aprovado,112,,A Favor,A Favor,Ausência,Ausência,A Favor,Ausência,A Favor,Ausência,2023-09-20,,,8329,Comissão de Orçamento e Finanças,S,unanime,IL,,,,,,2023,l15
905,115629,I,J,Projeto de Lei,XV,2,2023-09-15,,Procede à prorrogação das medidas excecionais e temporárias de resposta ao aumento dos preços dos combustíveis ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a574a6b4d6a68694e53316d4e474d324c54526b595759744f4756685a53316b4e4467324e6d4d325a575a684e5445755a47396a65413d3d&fich=7ebd28b5-f4c6-4daf-8eae-d4866c6efa51.docx&Inline=true,,,,233274,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,3,RP,Abstenção,A Favor,A Favor,A Favor,Contra,Abstenção,Abstenção,Abstenção,2023-09-20,,,,,,,,,,,,,2023,l15
873,115624,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Estabelece a contribuição de solidariedade temporária sobre o setor bancário, destinada ao financiamento de programas de apoio à habitação",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a4f5455344e32517a4d6930784f546c684c54526d4f5449744f444d314e7930325a57466d5a4445795a6a646b4d574d755a47396a65413d3d&fich=c9587d32-199a-4f92-8357-6eafd12f7d1c.docx&Inline=true,,,,193213,CH,Substituição do texto da iniciativa a pedido do autor em 2023-09-13.,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,3,RP,Contra,A Favor,Contra,A Favor,Contra,Abstenção,Abstenção,Abstenção,2023-09-20,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
903,115628,I,J,Projeto de Lei,XV,2,2023-09-15,,Aprova medidas para mais justiça fiscal visando aliviar os impostos sobre o trabalho e o consumo de bens essenciais e acabar com os regimes de privilégio das grandes fortunas e lucros,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a57526b5a474d785a6930325a6a68684c54517a4f47597459546c6b4f4331694f474e6c5a6a5a6d597a63354e446b755a47396a65413d3d&fich=cedddc1f-6f8a-438f-a9d8-b8cef6fc7949.docx&Inline=true,,,,233267,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,3,RP,Contra,Abstenção,Abstenção,A Favor,Contra,A Favor,A Favor,Abstenção,2023-09-20,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2023,l15
